Survived,Age,Ticket,Fare,Sex_male,Embarked_Q,Embarked_S,Pclass_2,Pclass_3,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Parch_9
0,0.054849160480876444,88,0.06406028818737199,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,-0.540656010454353,26,1.993237472778331,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,-0.20036734134850762,203,-0.7912198635481931,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2.1710193214828526,239,-0.4813873745598628,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.5652821641396446,214,-0.5886694249446517,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,-1.3913776832189666,181,0.3185770200769532,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0,-0.4555838431778917,332,-0.8075561764739319,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.030223006795584907,303,1.993237472778331,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.540656010454353,189,-0.7931851342761016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.0757151677984127,1,0.09004343483039191,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.285439508624969,351,-0.5134741985597521,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,-0.20036734134850762,161,-0.7988967023290854,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.9018106868777347,94,-0.4439905402278364,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
1,-0.285439508624969,54,-0.5264657718812621,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,167,-0.8335393231169518,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.9906430005219513,66,-0.5500868142840074,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.285439508624969,146,-0.12372699891445371,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
0,1.5861481714571808,310,1.2212929491657118,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.9660168468366598,361,0.4597127484333568,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,-0.20036734134850762,45,0.14535446772066044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.6257281777308143,262,-0.7408267316861762,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,331,-0.8075561764739319,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,106,-0.8229098540357163,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.540656010454353,179,-0.5075689379590658,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,108,-0.8227114372795333,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.9055708332454899,181,0.3185770200769532,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
1,-1.2212333486660438,134,0.6782073906587514,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,-0.7958725122837371,285,0.5719126998463973,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2.096581175115949,29,1.454947576405188,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0.5652821641396446,58,0.6782073906587514,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,2.1710193214828526,322,1.993237472778331,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0.054849160480876444,59,-0.5500868142840074,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.6503543314161059,322,1.993237472778331,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,-0.9660168468366598,15,1.3443207864161706,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,263,-0.7981077595128337,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.20036734134850762,305,1.993237472778331,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,0.9055708332454899,71,-0.4083605598675353,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.7108003450072757,330,-0.17215013584008163,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,-1.051089014113121,270,-0.7839351340711864,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,-0.20036734134850762,296,1.993237472778331,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0.9055708332454899,126,-0.5500868142840074,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.39513782958672183,56,0.06406028818737199,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,3,0.06406028818737199,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.5189859341336585,274,-0.47922368707577134,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
0,2.1710193214828526,61,-0.5807941694075764,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.8167385196012733,125,0.37113383942306166,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0.3100656623102605,187,-0.7931851342761016,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.986882854154196,40,1.993237472778331,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,-0.9660168468366598,177,-0.7969267073926966,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.540656010454353,284,-0.6681920262977342,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.20036734134850762,257,-0.7809825037708433,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.20036734134850762,229,-0.4319816022702806,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-2.1676612096166763,183,-0.4839478955563204,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1.5010760041807194,323,1.993237472778331,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,-1.8167385196012733,93,0.06406028818737199,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,-0.3705116759014303,287,-0.6681920262977342,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,298,0.051857657682113804,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.4802099968631832,264,-0.7981077595128337,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.4555838431778917,123,-0.6681920262977342,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.3100656623102605,320,0.14535446772066044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.3705116759014303,202,-0.7912198635481931,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.22499349503379915,278,-0.10010595651170835,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,348,-0.8311772188766772,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.051089014113121,333,1.993237472778331,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2.1710193214828526,74,0.06406028818737199,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0.7354264986925673,186,-0.7969267073926966,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0,1.0757151677984127,9,0.8435546874779689,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.20036734134850762,154,-0.7920040821559643,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2.1710193214828526,238,1.993237472778331,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,1.7562925060101036,13,1.993237472778331,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,-0.20036734134850762,148,-0.7839351340711864,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.054849160480876444,340,-0.5095389328954547,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.7108003450072757,165,-0.7839351340711864,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.6257281777308143,359,-0.6681920262977342,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.7108003450072757,211,-0.7959440720287423,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2.0115090078394875,317,0.1323628943991504,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.20036734134850762,103,-0.4439905402278364,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,-0.540656010454353,212,-0.7959440720287423,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.20036734134850762,241,-0.7981077595128337,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.9481069168837206,293,-0.4508784361924769,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.5652821641396446,76,-0.5500868142840074,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.3063055159425052,55,1.9065015956015101,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.7108003450072757,21,0.09004343483039191,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
